Year,Month,Day,Site,Level,Observer,Transect_type,Transect_number,Transect_section,Depth_m,Lat,Long,Genusspecies,Frequency,Size_cm
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,0-10,10,27.855283,-115.075783,Encrusting_red,2,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,0-10,10,27.855283,-115.075783,Crustose_coralline_algae ,1,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,10-20,10,27.855283,-115.075783,Bedrock_1_m,8,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,10-20,10,27.855283,-115.075783,Sand,2,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,10-20,10,27.855283,-115.075783,Sargassum_muticum,2,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,10-20,10,27.855283,-115.075783,Leaf_blade_unbranched,1,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,10-20,10,27.855283,-115.075783,Crustose_coralline_algae ,3,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,10-20,10,27.855283,-115.075783,Bushy_cylindrical_branches,2,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,10-20,10,27.855283,-115.075783,0_10 cm,6,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,10-20,10,27.855283,-115.075783,10 cm_1 m,4,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,20-30,10,27.855283,-115.075783,Sand,3,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,20-30,10,27.855283,-115.075783,Bedrock_1_m,7,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,20-30,10,27.855283,-115.075783,Crustose_coralline_algae ,4,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,20-30,10,27.855283,-115.075783,Bushy_cylindrical_branches,3,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,20-30,10,27.855283,-115.075783,0_10 cm,8,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,20-30,10,27.855283,-115.075783,10 cm_1 m,1,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,1,20-30,10,27.855283,-115.075783,1 m_2 m,1,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,0-10,10,27.855283,-115.075783,Sand,6,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,0-10,10,27.855283,-115.075783,Bedrock_1_m,4,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,0-10,10,27.855283,-115.075783,Encrusting_red,1,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,0-10,10,27.855283,-115.075783,Crustose_coralline_algae ,3,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,0-10,10,27.855283,-115.075783,0_10 cm,10,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,10-20,10,27.855283,-115.075783,0_10 cm,9,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,10-20,10,27.855283,-115.075783,10 cm_1 m,1,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,10-20,10,27.855283,-115.075783,Crustose_coralline_algae ,2,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,10-20,10,27.855283,-115.075783,Sargassum_muticum,1,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,10-20,10,27.855283,-115.075783,Sand,7,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,10-20,10,27.855283,-115.075783,Bedrock_1_m,3,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,20-30,10,27.855283,-115.075783,Bedrock_1_m,1,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,20-30,10,27.855283,-115.075783,Sand,9,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,20-30,10,27.855283,-115.075783,Sargassum_muticum,2,Na
2016,5,21,Gavilanes,Mid,Memo T.,upc,2,20-30,10,27.855283,-115.075783,0_10 cm,10,Na
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,0-10,10,27.855283,-115.075783,Semicossyphus_pulcher,1,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,1,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,4,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,5,5
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,5,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,0-10,10,27.855283,-115.075783,Hypsypops_rubicundus,2,15
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Semicossyphus_pulcher,1,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Semicossyphus_pulcher,1,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Paralabrax_clathratus,2,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Paralabrax_clathratus,7,15
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Halichoeres_semicinctus,5,5
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Halichoeres_semicinctus,5,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Hypsypops_rubicundus,1,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Hypsypops_rubicundus,1,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Anisotremus_davidsonii,3,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,10-20,10,27.855283,-115.075783,Chromis_punctipinnis,1,5
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Semicossyphus_pulcher,1,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Paralabrax_clathratus,5,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Paralabrax_clathratus,1,11
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Paralabrax_clathratus,1,25
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Halichoeres_semicinctus,5,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Halichoeres_semicinctus,3,5
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Hypsypops_rubicundus,1,15
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Hypsypops_rubicundus,3,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Hypsypops_rubicundus,1,25
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Chromis_punctipinnis,2,5
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Chromis_punctipinnis,1,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,1,20-30,10,27.855283,-115.075783,Paralabrax_nebulifer,1,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Semicossyphus_pulcher,1,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,1,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,1,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,1,30
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,5,15
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,2,5
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,6,29
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,1,25
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Hypsypops_rubicundus,1,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,7,5
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,2,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,10-20,10,27.855283,-115.075783,Semicossyphus_pulcher,1,25
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,10-20,10,27.855283,-115.075783,Paralabrax_clathratus,1,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,10-20,10,27.855283,-115.075783,Paralabrax_clathratus,3,15
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,10-20,10,27.855283,-115.075783,Paralabrax_clathratus,2,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,10-20,10,27.855283,-115.075783,Hypsypops_rubicundus,1,15
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,10-20,10,27.855283,-115.075783,Halichoeres_semicinctus,2,5
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,10-20,10,27.855283,-115.075783,Girella_nigricans,1,20
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,20-30,10,27.855283,-115.075783,Paralabrax_clathratus,2,10
2016,5,21,Gavilanes,Mid,Ainoa V.,fish,2,20-30,10,27.855283,-115.075783,Paralabrax_clathratus,1,20
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,0-10,10,27.855283,-115.075783,Eisenia_arborea,11,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,10-20,10,27.855283,-115.075783,Eisenia_arborea,6,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,20-30,10,27.855283,-115.075783,Eisenia_arborea,5,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,10-20,10,27.855283,-115.075783,Laminaria_farlowii,10,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,20-30,10,27.855283,-115.075783,Laminaria_farlowii,7,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,0-10,10,27.855283,-115.075783,Sargassum_muticum,6,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,10-20,10,27.855283,-115.075783,Sargassum_muticum,6,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,20-30,10,27.855283,-115.075783,Sargassum_muticum,21,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,0-10,10,27.855283,-115.075783,Macrocystis_pyrifera_stipes,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,0-10,10,27.855283,-115.075783,Macrocystis_pyrifera,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,10-20,10,27.855283,-115.075783,Macrocystis_pyrifera_stipes,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,1,10-20,10,27.855283,-115.075783,Macrocystis_pyrifera,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,2,0-10,10,27.855283,-115.075783,Laminaria_farlowii,2,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,2,10-20,10,27.855283,-115.075783,Laminaria_farlowii,2,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,2,20-30,10,27.855283,-115.075783,Laminaria_farlowii,2,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,2,20-30,10,27.855283,-115.075783,Sargassum_muticum,6,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,2,10-20,10,27.855283,-115.075783,Macrocystis_pyrifera_stipes,3,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,2,10-20,10,27.855283,-115.075783,Macrocystis_pyrifera,3,Na
2016,6,11,Gavilanes,Mid,Nur A.,algae,2,0-10,10,27.855283,-115.075783,Eisenia_arborea,3,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,1,NA,10,27.855283,-115.075783,Bedrock_1_m,12,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,1,NA,10,27.855283,-115.075783,Articulated_coralline_algae ,3,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,1,NA,10,27.855283,-115.075783,Sponge,2,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,1,NA,10,27.855283,-115.075783,Encrusting_red,16,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,1,NA,10,27.855283,-115.075783,Bushy_cylindrical_branches,2,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,1,NA,10,27.855283,-115.075783,Branch_flat_branching ,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,1,NA,10,27.855283,-115.075783,Boulder_10_cm_1_m,7,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,1,NA,10,27.855283,-115.075783,Sand,7,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,2,NA,10,27.855283,-115.075783,Bedrock_1_m,18,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,2,NA,10,27.855283,-115.075783,Encrusting_red,5,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,2,NA,10,27.855283,-115.075783,Articulated_coralline_algae ,8,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,2,NA,10,27.855283,-115.075783,Branch_flat_branching ,5,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,2,NA,10,27.855283,-115.075783,Dictyotales_spp,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,2,NA,10,27.855283,-115.075783,Sand,9,Na
2016,6,11,Gavilanes,Mid,Nur A.,upc,2,NA,10,27.855283,-115.075783,Boulder_10_cm_1_m,3,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,1,20-30,10,27.855283,-115.075783,Lithopoma_spp,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,1,10-20,10,27.855283,-115.075783,Acarnus_erithacus,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,1,20-30,10,27.855283,-115.075783,Acarnus_erithacus,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,1,10-20,10,27.855283,-115.075783,Acarnus_erithacus,2,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,1,0-10,10,27.855283,-115.075783,Leucetta_losangelensis,3,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,1,10-20,10,27.855283,-115.075783,Leucetta_losangelensis,5,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,1,10-20,10,27.855283,-115.075783,Lophogorgia_chilensis,7,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,2,0-10,10,27.855283,-115.075783,Lithopoma_spp,3,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,2,0-10,10,27.855283,-115.075783,Panulirus_innterruptus         ,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,2,0-10,10,27.855283,-115.075783,Leucetta_losangelensis,3,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,2,0-10,10,27.855283,-115.075783,Muricea_californica,4,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,2,0-10,10,27.855283,-115.075783,Parastichopus_parvimensis,1,Na
2016,6,11,Gavilanes,Mid,Nur A.,inverts,2,10-20,10,27.855283,-115.075783,Parastichopus_parvimensis,2,Na
2016,6,11,Gavilanes,Mid,Pamela,fish,1,0-10,10,27.855283,-115.075783,Semicosipus_pulcher,1,20
2016,6,11,Gavilanes,Mid,Pamela,fish,1,10-20,10,27.855283,-115.075783,Semicosipus_pulcher,1,25
2016,6,11,Gavilanes,Mid,Pamela,fish,1,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,1,40
2016,6,11,Gavilanes,Mid,Pamela,fish,1,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,2,15
2016,6,11,Gavilanes,Mid,Pamela,fish,1,10-20,10,27.855283,-115.075783,Paralabrax_clathratus,2,20
2016,6,11,Gavilanes,Mid,Pamela,fish,1,10-20,10,27.855283,-115.075783,Paralabrax_clathratus,10,15
2016,6,11,Gavilanes,Mid,Pamela,fish,1,10-20,10,27.855283,-115.075783,Paralabrax_clathratus,1,60
2016,6,11,Gavilanes,Mid,Pamela,fish,1,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,5,8
2016,6,11,Gavilanes,Mid,Pamela,fish,1,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,5,10
2016,6,11,Gavilanes,Mid,Pamela,fish,1,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,1,15
2016,6,11,Gavilanes,Mid,Pamela,fish,1,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,1,20
2016,6,11,Gavilanes,Mid,Pamela,fish,1,10-20,10,27.855283,-115.075783,Halichoeres_semicinctus,4,15
2016,6,11,Gavilanes,Mid,Pamela,fish,1,10-20,10,27.855283,-115.075783,Halichoeres_semicinctus,3,20
2016,6,11,Gavilanes,Mid,Pamela,fish,1,10-20,10,27.855283,-115.075783,Halichoeres_semicinctus,2,25
2016,6,11,Gavilanes,Mid,Pamela,fish,1,20-30,10,27.855283,-115.075783,Halichoeres_semicinctus,3,25
2016,6,11,Gavilanes,Mid,Pamela,fish,1,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,1,15
2016,6,11,Gavilanes,Mid,Pamela,fish,1,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,1,30
2016,6,11,Gavilanes,Mid,Pamela,fish,1,10-20,10,27.855283,-115.075783,Hypsipops_rubicundus,1,25
2016,6,11,Gavilanes,Mid,Pamela,fish,1,10-20,10,27.855283,-115.075783,Embiotica_jacksoni,1,15
2016,6,11,Gavilanes,Mid,Pamela,fish,1,20-30,10,27.855283,-115.075783,Embiotica_jacksoni,1,20
2016,6,11,Gavilanes,Mid,Pamela,fish,1,20-30,10,27.855283,-115.075783,Paralabrax_nebulifer,1,25
2016,6,11,Gavilanes,Mid,Pamela,fish,2,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,1,25
2016,6,11,Gavilanes,Mid,Pamela,fish,2,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,1,20
2016,6,11,Gavilanes,Mid,Pamela,fish,2,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,1,10
2016,6,11,Gavilanes,Mid,Pamela,fish,2,10-20,10,27.855283,-115.075783,Hypsipops_rubicundus,1,30
2016,6,11,Gavilanes,Mid,Pamela,fish,2,20-30,10,27.855283,-115.075783,Hypsipops_rubicundus,2,25
2016,6,11,Gavilanes,Mid,Pamela,fish,2,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,2,10
2016,6,11,Gavilanes,Mid,Pamela,fish,2,10-20,10,27.855283,-115.075783,Halichoeres_semicinctus,2,10
2016,6,11,Gavilanes,Mid,Pamela,fish,2,20-30,10,27.855283,-115.075783,Halichoeres_semicinctus,3,8
2016,6,11,Gavilanes,Mid,Pamela,fish,2,20-30,10,27.855283,-115.075783,Halichoeres_semicinctus,5,10
2016,6,11,Gavilanes,Mid,Pamela,fish,2,20-30,10,27.855283,-115.075783,Halichoeres_semicinctus,1,20
2016,6,11,Gavilanes,Mid,Pamela,fish,2,20-30,10,27.855283,-115.075783,Halichoeres_semicinctus,1,25
2016,6,11,Gavilanes,Mid,Pamela,fish,2,0-10,10,27.855283,-115.075783,Semicosipus_pulcher,1,20
2016,6,11,Gavilanes,Mid,Pamela,fish,2,10-20,10,27.855283,-115.075783,Semicosipus_pulcher,1,25
2016,6,11,Gavilanes,Mid,Pamela,fish,2,20-30,10,27.855283,-115.075783,Semicosipus_pulcher,1,30
2016,6,11,Gavilanes,Mid,Pamela,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,2,20
2016,6,11,Gavilanes,Mid,Pamela,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,1,30
2016,6,11,Gavilanes,Mid,Pamela,fish,2,10-20,10,27.855283,-115.075783,Paralabrax_clathratus,1,60
2016,6,11,Gavilanes,Mid,Pamela,fish,2,20-30,10,27.855283,-115.075783,Paralabrax_clathratus,1,30
2016,6,11,Gavilanes,Mid,Pamela,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_nebulifer,1,30
2016,6,11,Gavilanes,Mid,Pamela,fish,2,0-10,10,27.855283,-115.075783,Girella_nigricans,1,40
2016,6,11,Gavilanes,Mid,Pamela,fish,2,20-30,10,27.855283,-115.075783,Girella_nigricans,2,25
2016,6,11,Gavilanes,Mid,Pamela,fish,2,20-30,10,27.855283,-115.075783,Girella_nigricans,1,15
2016,6,11,Gavilanes,Mid,Pamela,fish,2,10-20,10,27.855283,-115.075783,Chromis_punctipinnis,1,15
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,0-10,10,27.855283,-115.075783,Chromis_punctipinnis,5,10
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,0-10,10,27.855283,-115.075783,Girella_nigricans,1,8
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,1,10
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,1,12
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,20-30,10,27.855283,-115.075783,Halichoeres_semicinctus,1,10
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,1,10
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,1,15
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,1,7
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,0-10,10,27.855283,-115.075783,Paralabrax_clathratus,1,20
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,20-30,10,27.855283,-115.075783,Paralabrax_clathratus,1,12
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,20-30,10,27.855283,-115.075783,Paralabrax_clathratus,1,20
2016,10,23,Gavilanes,Mid,Nur A.,fish,1,0-10,10,27.855283,-115.075783,Sphyraena_afra,23,40
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Chromis_punctipinnis,2,7
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Chromis_punctipinnis,1,6
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Chromis_punctipinnis,1,8
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,10-20,10,27.855283,-115.075783,Girella_nigricans,3,20
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,3,13
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Halichoeres_semicinctus,5,5
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,10-20,10,27.855283,-115.075783,Halichoeres_semicinctus,2,14
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,2,13
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Hypsipops_rubicundus,1,15
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,10-20,10,27.855283,-115.075783,Hypsipops_rubicundus,1,18
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,20-30,10,27.855283,-115.075783,Hypsipops_rubicundus,1,13
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,20-30,10,27.855283,-115.075783,Paralabrax_clatratus,1,25
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,20-30,10,27.855283,-115.075783,Paralabrax_clatratus,1,30
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Paralabrax_nebulifer,1,20
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Semicosipus_pulcher,1,20
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Semicosipus_pulcher,1,40
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,0-10,10,27.855283,-115.075783,Semicosipus_pulcher,1,15
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,10-20,10,27.855283,-115.075783,Semicosipus_pulcher,1,14
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,20-30,10,27.855283,-115.075783,Semicosipus_pulcher,1,26
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,20-30,10,27.855283,-115.075783,Semicosipus_pulcher,2,25
2016,10,23,Gavilanes,Mid,Nur A.,fish,2,20-30,10,27.855283,-115.075783,Semicosipus_pulcher,1,40
2016,10,23,Gavilanes,Mid,Nur A.,upc,1,Na,10,27.855283,-115.075783,Bedrock_1_m,17,Na
2016,10,23,Gavilanes,Mid,Nur A.,upc,1,Na,10,27.855283,-115.075783,Branch_flat_branching ,7,Na
