Year,Month,Day,Site,Level,Observer,Transect_type,Transect_number,Transect_section,Depth_m,Lat nort,Long,Genusspecies,Frequency,Size_cm
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Semicossyphus_pulcher,3,15
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Semicossyphus_pulcher,1,20
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Semicossyphus_pulcher,1,30
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Paralabrax_clathratus,12,10
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Paralabrax_clathratus,2,15
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Paralabrax_clathratus,20,20
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Paralabrax_clathratus,2,30
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Paralabrax_clathratus,1,25
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Anisotremus_davidsonii,10,20
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Anisotremus_davidsonii,2,40
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Hypsypops_rubicundus,1,10
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Hypsypops_rubicundus,2,15
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Halichoeres_semicinctus,1,5
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Halichoeres_semicinctus,7,10
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Halichoeres_semicinctus,2,15
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Halichoeres_semicinctus,1,20
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Chromis_punctipinnis,21,40
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,Chromis_punctipinnis,10,20
2016,5,21,Piedra_Blanca,Mid,Ainoa V. ,fish,2,Na,10,27.870367,-115.044400,caulolatilus_princeps,15,5
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,0_10 cm,25,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,10 cm_1 m,5,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,Bedrock_1_m,29,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,Sand,1,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,Bushy_cylindrical_branches,1,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,Articulated_coralline_algae ,10,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,Encrusting_red,5,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,Sargassum_muticum,11,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,Leaf_blade_unbranched,2,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,1,Na,10,27.870367,-115.044400,Eisenia_arborea,1,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,2,Na,10,27.870367,-115.044400,0_10 cm,28,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,2,Na,10,27.870367,-115.044400,10 cm_1 m,1,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,2,Na,10,27.870367,-115.044400,1 m_2 m,1,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,2,Na,10,27.870367,-115.044400,Bedrock_1_m,29,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,2,Na,10,27.870367,-115.044400,Sand,1,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,2,Na,10,27.870367,-115.044400,Articulated_coralline_algae ,9,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,2,Na,10,27.870367,-115.044400,sargassum_muticum,15,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,2,Na,10,27.870367,-115.044400,Encrusting_red,5,Na
2016,5,21,Piedra_Blanca,Mid,Memo T. ,upc,2,Na,10,27.870367,-115.044400,Bare_rock,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,algae,1,0-10,10,27.870367,-115.044400,Eisenia_arborea,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,algae,1,oct-20,10,27.870367,-115.044400,Eisenia_arborea,6,Na
2016,6,11,Piedra_Blanca,Mid,Nur,algae,1,20-30,10,27.870367,-115.044400,Eisenia_arborea,4,Na
2016,6,11,Piedra_Blanca,Mid,Nur,algae,1,0-10,10,27.870367,-115.044400,Sargassum_muticum,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,algae,1,20-30,10,27.870367,-115.044400,Sargassum_muticum,3,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,1,0-10,10,27.870367,-115.044400,Megastrea_undosa,3,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,1,0-10,10,27.870367,-115.044400,Dictyotales_spp,6,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,1,oct-20,10,27.870367,-115.044400,Dictyotales_spp,19,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,1,20-30,10,27.870367,-115.044400,Dictyotales_spp,2,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,1,oct-20,10,27.870367,-115.044400,Articulated_coralline_algae ,5,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,1,20-30,10,27.870367,-115.044400,Articulated_coralline_algae ,6,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,1,20-30,10,27.870367,-115.044400,Bushy_cylindrical_branches,4,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Panulirus_innterruptus         ,2,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,oct-20,10,27.870367,-115.044400,Panulirus_innterruptus         ,3,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,20-30,10,27.870367,-115.044400,Panulirus_innterruptus         ,3,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Acarnus_erithacus,8,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,oct-20,10,27.870367,-115.044400,Pacifigorgia_spp,2,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,20-30,10,27.870367,-115.044400,Pacifigorgia_spp,11,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,oct-20,10,27.870367,-115.044400,Muricea_californica,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,oct-20,10,27.870367,-115.044400,Pisaster_ giganteus,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,20-30,10,27.870367,-115.044400,Pisaster_ giganteus,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,2,oct-20,10,27.870367,-115.044400,Phyllospadix_spp,5,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,2,20-30,10,27.870367,-115.044400,Phyllospadix_spp,3,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Centrostephanus_coronatus,2,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,oct-20,10,27.870367,-115.044400,Centrostephanus_coronatus,3,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Scallop,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,algae,2,0-10,10,27.870367,-115.044400,Eisenia_arborea,2,Na
2016,6,11,Piedra_Blanca,Mid,Nur,algae,2,oct-20,10,27.870367,-115.044400,Sargassum_muticum,10,Na
2016,6,11,Piedra_Blanca,Mid,Nur,algae,2,20-30,10,27.870367,-115.044400,Sargassum_muticum,13,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Megastrea_undosa,2,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,20-30,10,27.870367,-115.044400,Megastrea_undosa,5,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,2,0-10,10,27.870367,-115.044400,Dictyotales_spp,6,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,2,oct-20,10,27.870367,-115.044400,Dictyotales_spp,3,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,2,20-30,10,27.870367,-115.044400,Dictyotales_spp,3,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,2,oct-20,10,27.870367,-115.044400,Articulated_coralline_algae ,13,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,2,20-30,10,27.870367,-115.044400,Articulated_coralline_algae ,16,Na
2016,6,11,Piedra_Blanca,Mid,Nur,upc,2,0-10,10,27.870367,-115.044400,Bushy_cylindrical_branches,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,oct-20,10,27.870367,-115.044400,Panulirus_innterruptus         ,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,20-30,10,27.870367,-115.044400,Panulirus_innterruptus         ,5,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Acarnus_erithacus,6,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,oct-20,10,27.870367,-115.044400,Acarnus_erithacus,7,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,20-30,10,27.870367,-115.044400,Acarnus_erithacus,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Lophogorgia_chilensis,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Pacifigorgia_spp,5,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,20-30,10,27.870367,-115.044400,Pacifigorgia_spp,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Muricea_californica,2,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,oct-20,10,27.870367,-115.044400,Muricea_californica,3,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,20-30,10,27.870367,-115.044400,Muricea_californica,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,20-30,10,27.870367,-115.044400,Pisaster_ giganteus,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,0-10,10,27.870367,-115.044400,Centrostephanus_coronatus,1,Na
2016,6,11,Piedra_Blanca,Mid,Nur,inverts,2,oct-20,10,27.870367,-115.044400,Centrostephanus_coronatus,1,Na
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,3,15
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,1,25
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,1,60
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,0-10,10,27.870367,-115.044400,Chromis_punctipinnis,3,10
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,20-30,10,27.870367,-115.044400,Chromis_punctipinnis,3,10
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,0-10,10,27.870367,-115.044400,Hypsypops_rubicundus,2,25
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,oct-20,10,27.870367,-115.044400,Hypsypops_rubicundus,1,15
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,20-30,10,27.870367,-115.044400,Hypsypops_rubicundus,1,8
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,2,25
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,4,20
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,3,15
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,6,15
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,1,20
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,20-30,10,27.870367,-115.044400,Halichoeres_semicinctus,1,8
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,20-30,10,27.870367,-115.044400,Halichoeres_semicinctus,2,15
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,0-10,10,27.870367,-115.044400,Girella_nigricans,8,7
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,oct-20,10,27.870367,-115.044400,Anisotremus_davidsonii,7,20
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,20-30,10,27.870367,-115.044400,Anisotremus_davidsonii,22,25
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,oct-20,10,27.870367,-115.044400,Embiotoca_jacksoni,4,18
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,20-30,10,27.870367,-115.044400,Embiotoca_jacksoni,3,20
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,1,oct-20,10,27.870367,-115.044400,Paralabrax_clathratus,1,80
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,2,30
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,0-10,10,27.870367,-115.044400,Paralabrax_clathratus,1,50
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,oct-20,10,27.870367,-115.044400,Paralabrax_clathratus,2,50
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,20-30,10,27.870367,-115.044400,Paralabrax_clathratus,1,20
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,20-30,10,27.870367,-115.044400,Paralabrax_clathratus,1,25
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,0-10,10,27.870367,-115.044400,Hypsypops_rubicundus,2,20
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,0-10,10,27.870367,-115.044400,Hypsypops_rubicundus,1,6
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,20-30,10,27.870367,-115.044400,Hypsypops_rubicundus,2,25
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,oct-20,10,27.870367,-115.044400,Semicossyphus_pulcher,1,15
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,oct-20,10,27.870367,-115.044400,Semicossyphus_pulcher,1,50
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,oct-20,10,27.870367,-115.044400,Girella_nigricans,1,20
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,oct-20,10,27.870367,-115.044400,Girella_nigricans,20,10
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,20-30,10,27.870367,-115.044400,Girella_nigricans,30,10
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,20-30,10,27.870367,-115.044400,Girella_nigricans,1,40
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,1,20
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,oct-20,10,27.870367,-115.044400,Chromis_punctipinnis,2,15
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,20-30,10,27.870367,-115.044400,Chromis_punctipinnis,10,15
2016,6,11,Piedra_Blanca,Mid,Ainoa V. ,fish,2,20-30,10,27.870367,-115.044400,Paralabrax_clathratus,1,20
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,Bedrock_1_m,29,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,Sand,1,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,0_10 cm,16,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,1 m_2 m,4,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,1 m_2 m,6,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,2 m,1,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,Articulated_coralline_algae ,25,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,Encrusting_red,3,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,Bushy_cylindrical_branches,1,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,1,Na,10,27.870367,-115.044400,Dictyotales_spp,1,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,2,Na,10,27.870367,-115.044400,Bedrock_1_m,25,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,2,Na,10,27.870367,-115.044400,Boulder_10_cm_1_m,3,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,2,Na,10,27.870367,-115.044400,sand,2,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,2,Na,10,27.870367,-115.044400,Articulated_coralline_algae ,17,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,2,Na,10,27.870367,-115.044400,Sponge,1,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,2,Na,10,27.870367,-115.044400,Bare_sand,2,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,2,Na,10,27.870367,-115.044400,Encrusting_red,6,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,2,Na,10,27.870367,-115.044400,sargassum_muticum,1,Na
2016,6,11,Piedra_Blanca,Mid,Pamela,upc,2,Na,10,27.870367,-115.044400,Bushy_cylindrical_branches,1,Na
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,14,20
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,11,15
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,0-10,10,27.870367,-115.044400,Halichoeres_semicinctus,6,5
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,5,5
2016,10,23,Piedra_Blanca,mid,Nur,fish,1,oct-20,10,27.870367,-115.044400,Halichoeres_semicinctus,3,3
